A,B,C,D,E,F,G,H,I,J
270,293,12,12,1,0,0,18,2644,3
270,435,4,4,6,0,1,1,11,3
270,467,12,12,13,0,1,0,11,3
270,500,57,57,1,2,1,0,11,3
270,462,31,31,1,0,0,0,11,3
270,417,23,23,1,1,0,11,11,3
270,496,12,12,1,1,1,11,7,2
270,490,1,1,9,1,1,0,7,2
270,481,12,12,1,1,1,5,7,2
270,427,31,31,1,1,1,0,7,2
270,370,12,12,1,0,1,1,7,2
270,498,10,10,11,0,1,1,7,2
270,444,32,32,9,2,1,10,7,2
270,453,119,119,14,0,1,0,7,2
270,432,12,12,1,1,2,0,7,2
270,14,12,12,5,0,0,1,7,2
270,479,12,12,8,0,1,7,1130,1
270,500,18,18,6,0,1,0,420,1
270,481,69,69,13,0,1,1,2645,1
270,482,75,75,1,1,1,11,28,1
270,492,12,12,1,0,1,1,1,1
270,490,50,50,1,0,1,21,2646,1
270,490,7,7,7,0,1,1,33,1
270,332,37,37,0,0,1,5,52,1
270,475,99,99,5,1,1,0,961,1
270,486,43,43,1,0,2,1,2647,1
270,431,44,44,1,2,1,0,42,1
270,501,3,3,2,1,1,1,25,1
270,479,20,20,2,0,1,1,1,1
270,486,31,31,2,1,1,5,18,1
270,492,68,68,5,1,1,7,2648,1
270,417,6,6,1,0,1,1,1,1
270,486,31,31,10,1,1,18,2649,1
270,484,53,53,1,2,0,0,1238,1
270,500,4,4,9,1,1,0,15,1
270,293,9,9,9,1,1,0,83,1
270,427,0,0,9,0,1,1,2650,1
270,454,53,53,11,2,1,0,594,1
270,485,81,81,1,1,1,5,91,1
270,443,3,3,9,2,1,7,2651,1
271,487,61,61,1,0,0,0,1,0
271,496,28,28,1,2,0,12,129,0
271,482,99,99,8,2,1,15,601,0
271,479,12,12,1,0,1,0,86,0
271,502,12,12,1,2,1,7,28,0
271,498,20,20,33,0,0,2,405,0
271,377,47,47,1,0,2,14,63,0
271,14,20,20,1,0,1,1,92,0
271,469,12,12,1,0,1,2,2004,0
271,504,4,4,2,0,1,0,2652,0
271,476,12,12,1,0,1,0,18,0
271,478,101,101,11,1,1,18,2653,0
271,496,44,44,11,0,1,0,68,0
271,376,75,75,2,0,1,1,6,0
271,462,91,91,1,0,0,1,46,0
271,497,10,10,11,2,1,0,1,0
271,496,12,12,1,1,1,0,7,2
271,492,12,12,1,1,1,2,7,2
271,290,8,8,2,2,1,1,11,2
271,480,12,12,1,0,1,1,7,2
271,372,12,12,1,0,1,2,7,2
271,456,38,38,1,2,0,0,503,3
271,430,119,119,1,0,0,12,11,3
271,466,41,41,1,0,0,12,11,3
271,487,53,53,1,0,1,1,182,3
271,439,28,28,1,1,1,15,11,3
271,458,4,4,1,0,1,1,11,3
271,501,6,6,11,2,1,5,2476,3
271,368,66,66,1,0,1,6,11,3
271,505,54,54,2,0,1,12,11,3
271,475,48,48,1,1,0,1,11,3
271,376,31,31,11,0,1,1,7,3
271,298,8,8,1,1,1,1,11,3
271,422,12,12,2,0,1,1,11,3
271,486,15,15,2,1,1,6,11,3
271,431,12,12,1,2,0,0,11,3
271,302,33,33,5,1,0,0,7,3
271,473,3,3,2,0,1,15,2654,3
271,501,21,21,1,0,1,0,11,3
271,332,12,12,1,1,1,12,11,3
271,492,31,31,1,1,1,12,11,3
271,490,12,12,2,0,1,0,11,3
271,506,62,62,11,0,2,1,11,3
271,482,20,20,1,2,1,7,11,3
271,489,86,86,1,2,0,0,11,3
271,293,3,3,2,1,0,0,11,3
271,368,46,46,1,2,1,0,11,3
271,489,81,81,6,5,1,7,2655,3
271,463,51,51,14,2,1,18,11,3
271,502,46,46,0,1,1,5,11,3
271,475,86,86,9,2,0,7,11,3
271,475,88,88,1,2,1,0,11,3
271,450,48,48,1,0,0,9,11,3
271,487,20,20,9,1,1,0,7,2
271,14,12,12,1,2,2,0,7,2
271,478,46,46,1,2,1,6,7,2
271,494,12,12,1,2,0,14,7,2
271,483,23,23,1,0,2,1,7,2
271,443,44,44,1,2,1,7,7,2
271,14,12,12,1,0,1,5,7,2
271,473,12,12,1,1,1,0,7,2
271,447,32,32,1,1,1,0,2656,1
271,505,3,3,8,0,1,12,252,1
271,427,31,31,23,1,1,5,2657,1
271,501,12,12,5,0,1,6,91,1
271,234,88,88,1,0,0,1,2324,1
271,492,88,88,5,0,1,1,190,1
271,427,139,139,1,1,1,0,420,1
271,489,21,21,20,2,1,7,2371,1
271,486,20,20,1,0,1,1,690,1
271,362,11,11,5,0,1,1,383,1
271,431,41,41,1,0,1,1,1,1
271,492,23,23,1,2,1,0,33,1
271,500,32,32,9,1,1,6,2658,1
271,487,44,44,1,1,1,1,235,1
271,426,16,16,6,2,1,11,607,1
271,478,34,34,1,0,1,0,1,1
271,489,12,12,1,1,1,8,361,1
271,218,135,135,2,1,1,7,52,1
271,374,12,12,1,1,1,1,202,1
271,434,44,44,2,0,2,0,50,1
271,421,8,8,1,2,1,5,2659,1
271,479,31,31,2,0,1,15,1,1
271,480,78,78,1,2,1,0,28,1
271,332,23,23,1,2,1,0,28,1
271,464,106,106,1,2,2,5,92,1
271,427,1,1,1,2,1,7,258,1
271,494,55,55,1,0,1,1,1,1
271,488,15,15,11,2,1,5,549,1
271,496,6,6,5,0,1,12,2660,1
271,473,90,90,6,2,1,0,608,1
271,368,21,21,1,2,2,7,28,1
271,496,31,31,1,0,1,1,1,1
271,501,32,32,1,2,1,5,503,1
271,490,12,12,11,2,1,5,969,1
272,502,4,4,1,0,0,0,252,0
272,480,12,12,5,2,1,0,33,0
272,478,12,12,1,0,0,18,29,0
272,377,4,4,0,1,1,1,2661,0
272,505,12,12,1,0,1,12,91,0
272,498,23,23,1,1,1,0,42,0
272,505,12,12,1,1,1,0,514,0
272,298,41,41,2,0,1,5,2572,0
272,507,12,12,1,0,1,0,350,0
272,492,12,12,1,0,1,0,2662,0
272,496,10,10,1,2,0,0,16,0
272,368,148,148,5,1,0,7,2663,0
272,422,38,38,1,0,0,8,6,0
272,390,39,39,8,1,1,0,6,0
272,426,90,90,1,0,1,1,63,0
272,479,2,2,5,0,1,0,2664,0
272,421,12,12,1,1,1,0,885,0
272,358,12,12,1,1,1,11,1714,0
272,363,24,24,0,1,1,0,27,0
272,447,0,0,1,0,0,3,2665,0
272,463,12,12,1,0,0,12,68,0
272,405,32,32,8,0,0,1,7,0
272,402,12,12,1,0,0,0,594,0
272,505,10,10,1,2,1,9,133,0
272,456,34,34,11,2,1,0,651,0
272,431,2,2,1,2,1,0,185,0
272,459,12,12,1,2,1,0,33,0
272,473,10,10,1,2,0,0,420,0
272,462,12,12,1,0,1,0,1,0
272,492,4,4,1,0,1,18,2666,0
272,402,46,46,11,0,1,15,1,0
272,434,56,56,1,0,1,1,18,0
272,348,48,48,1,0,1,5,37,0
272,376,60,60,1,0,0,0,55,0
272,456,43,43,2,1,1,0,33,0
272,484,48,48,1,1,1,11,122,0
272,484,8,8,1,0,1,5,2667,0
272,498,15,15,2,0,1,1,1,0
272,492,29,29,9,0,1,0,2668,0
272,368,59,59,15,1,0,11,585,0
272,427,61,61,1,0,1,1,86,0
272,486,44,44,5,0,1,1,1714,0
272,457,7,7,1,1,0,14,235,0
272,293,12,12,1,1,1,0,1,0
272,479,149,149,11,2,1,5,594,0
272,501,68,68,2,1,1,14,7,0
272,368,81,81,1,0,1,1,1,0
272,480,7,7,1,0,1,0,40,0
272,498,12,12,1,1,1,0,63,0
272,494,1,1,1,0,1,1,2669,0
272,505,12,12,9,1,1,0,2670,0
272,484,11,11,1,2,1,11,66,0
272,368,12,12,1,0,0,2,29,0
272,494,51,51,1,0,1,15,129,0
272,480,31,31,11,1,1,0,40,0
272,475,1,1,1,1,1,1,1,0
272,376,59,59,1,0,1,15,1,0
272,480,8,8,6,0,1,0,6,0
272,482,12,12,1,0,1,6,2611,0
272,484,12,12,5,1,1,0,2282,0
272,474,12,12,0,0,1,12,109,0
272,475,8,8,1,1,1,7,639,0
272,332,39,39,5,0,1,10,2671,0
272,480,3,3,1,0,1,0,1,0
272,496,34,34,1,0,1,0,54,0
272,488,3,3,1,0,1,0,514,0
272,267,10,10,1,0,0,1,2672,0
272,293,23,23,1,0,1,5,153,0
272,486,14,14,1,2,0,8,2673,0
272,469,12,12,1,2,0,2,330,0
272,478,8,8,10,2,1,2,1123,0
272,485,137,137,2,1,1,0,2674,0
272,455,106,106,5,2,1,11,629,0
272,484,48,48,1,0,1,6,2675,0
272,496,12,12,1,0,1,12,11,2
272,501,12,12,1,1,1,0,736,2
272,482,12,12,1,1,1,12,7,2
272,487,7,7,1,2,1,0,11,2
272,500,33,33,1,2,1,7,7,2
272,466,23,23,1,0,1,1,7,2
272,478,12,12,1,1,1,0,7,2
272,501,1,1,1,1,1,12,7,2
272,498,12,12,1,1,1,0,7,2
272,456,101,101,6,1,1,7,7,2
272,14,12,12,1,2,2,11,7,2
272,502,119,119,8,1,1,0,7,2
272,293,90,90,6,1,1,0,7,2
272,489,12,12,1,1,1,5,11,2
272,484,39,39,1,1,1,12,7,2
272,332,58,58,0,1,0,7,11,2
272,422,9,9,1,0,0,0,11,2
272,501,12,12,1,3,0,0,7,2
272,441,147,147,2,1,0,8,11,2
272,498,57,57,1,2,1,0,11,3
272,364,12,12,1,1,0,12,11,3
272,505,12,12,1,2,1,1,11,3
272,14,12,12,1,2,2,0,11,3
272,492,37,37,1,1,1,8,11,3
272,502,12,12,1,0,0,1,11,3
272,358,12,12,1,1,1,0,11,3
272,498,25,25,1,1,0,0,11,3
272,465,12,12,1,2,2,12,11,3
272,489,55,55,8,0,0,1,2676,3
272,441,31,31,1,2,0,0,11,3
272,498,46,46,1,0,1,1,11,3
272,488,3,3,1,0,1,15,11,3
272,473,31,31,1,0,0,9,11,3
272,487,12,12,1,0,1,0,11,3
272,505,41,41,2,0,0,7,2677,3
272,464,12,12,1,0,0,1,11,3
272,469,57,57,1,0,1,1,11,3
272,489,69,69,13,2,1,5,194,3
272,424,86,86,1,2,1,0,11,3
272,496,198,198,8,2,1,0,11,3
272,488,37,37,5,2,1,1,11,3
272,492,3,3,2,2,0,7,11,3
272,492,119,119,1,0,1,0,11,3
272,234,39,39,8,0,1,1,11,3
272,332,0,0,1,0,1,15,11,3
272,469,31,31,2,1,1,5,11,3
272,479,65,65,0,1,1,11,11,3
272,489,54,54,0,1,1,14,7,3
272,494,90,90,1,1,1,12,11,3
272,487,6,6,1,1,0,11,11,3
272,463,9,9,2,1,0,5,11,3
272,484,90,90,1,1,1,7,11,3
272,368,33,33,1,2,1,0,7,3
272,490,35,35,1,1,1,0,11,3
272,489,28,28,1,0,0,1,11,3
272,327,12,12,1,1,1,0,11,3
272,485,41,41,11,1,1,7,11,3
272,458,34,34,1,2,0,7,11,3
272,455,6,6,1,1,1,5,2678,3
272,483,44,44,11,0,1,1,60,3
272,14,49,49,8,1,0,0,11,3
272,482,46,46,1,1,1,0,11,3
272,462,96,96,1,0,1,1,11,3
272,486,68,68,1,0,1,15,11,3
272,496,48,48,1,2,1,5,11,3
272,501,145,145,14,1,1,0,11,3
272,501,23,23,8,1,1,11,11,3
272,472,51,51,6,1,1,0,7,3
272,479,4,4,2,1,1,12,11,3
272,488,51,51,14,1,1,0,11,3
272,376,48,48,10,1,1,0,11,3
272,368,12,12,9,1,1,0,11,3
272,476,19,19,5,0,1,0,7,3
272,500,20,20,9,1,1,12,11,3
272,501,12,12,2,1,1,5,11,3
272,405,12,12,1,1,1,0,11,3
272,463,12,12,1,1,1,10,11,3
272,426,131,131,1,3,2,1,11,3
272,502,90,90,11,1,1,0,11,3
272,485,3,3,0,0,1,1,11,3
272,486,145,145,1,0,1,0,7,3
272,484,20,20,13,1,1,6,11,3
272,421,21,21,8,0,0,6,11,3
272,464,12,12,2,1,1,6,11,3
272,483,31,31,18,1,1,6,11,3
272,426,119,119,14,1,1,5,2679,3
272,478,20,20,2,1,1,1,11,3
272,458,23,23,1,0,1,15,11,3
272,501,6,6,2,1,1,0,11,3
272,460,37,37,6,0,1,5,11,3
272,435,44,44,2,0,1,6,11,3
272,494,49,49,0,1,0,12,11,3
272,280,37,37,1,1,1,5,159,3
272,467,1,1,1,1,1,0,11,3
272,468,9,9,1,1,0,0,11,3
272,421,47,47,1,1,0,7,11,3
272,489,72,72,1,0,1,0,11,3
272,202,7,7,1,1,2,6,11,3
272,480,1,1,1,0,1,12,11,3
272,298,6,6,5,0,1,5,11,3
272,467,32,32,8,0,1,15,11,3
272,416,31,31,1,0,1,15,11,3
272,479,32,32,1,0,1,6,11,3
272,482,119,119,1,2,0,0,2680,3
272,492,2,2,1,0,1,5,11,3
272,476,19,19,1,2,0,0,11,3
272,500,75,75,0,0,1,6,11,3
272,501,12,12,1,2,0,0,11,3
272,501,3,3,2,1,1,5,11,3
272,234,23,23,1,2,1,0,11,3
272,475,3,3,1,1,1,0,11,3
272,487,69,69,1,1,1,0,11,3
272,478,12,12,1,1,0,0,7,2
272,456,12,12,1,0,2,0,7,2
272,492,12,12,1,0,1,1,7,2
272,501,12,12,1,2,0,7,7,2
272,421,12,12,1,1,1,0,7,2
272,298,12,12,1,0,2,1,7,2
272,401,12,12,1,1,1,7,7,2
272,467,12,12,1,1,1,5,7,2
272,332,2,2,2,0,1,9,7,2
272,496,80,80,1,0,0,0,7,2
272,467,12,12,1,0,0,1,7,2
272,501,12,12,6,0,1,5,7,2
272,500,12,12,1,0,0,5,7,2
272,488,12,12,1,1,0,5,7,2
272,501,12,12,1,0,0,5,7,2
272,498,51,51,1,1,1,12,7,2
272,490,12,12,1,1,1,0,7,2
272,14,48,48,1,2,1,5,7,2
272,234,12,12,5,2,1,0,7,2
272,478,146,146,1,0,1,1,1,1
272,494,22,22,1,2,1,1,2681,1
272,498,23,23,1,0,1,1,33,1
272,455,44,44,1,0,1,5,2682,1
272,500,21,21,2,2,1,12,52,1
272,487,15,15,2,0,1,5,430,1
272,482,119,119,9,0,1,0,68,1
272,474,33,33,5,0,1,3,1,1
272,500,12,12,1,0,1,0,794,1
272,234,12,12,1,0,1,0,25,1
272,415,28,28,11,0,1,0,46,1
272,458,31,31,1,2,1,7,33,1
272,478,58,58,1,1,1,5,17,1
272,14,81,81,6,2,1,12,202,1
272,293,31,31,1,1,1,15,75,1
272,488,23,23,1,1,1,0,339,1
272,490,10,10,1,0,0,12,2683,1
272,375,4,4,1,0,1,1,1,1
272,473,32,32,9,0,0,5,29,1
272,487,55,55,1,2,1,0,156,1
272,456,4,4,1,2,0,2,2684,1
272,486,64,64,1,0,2,0,92,1
272,489,51,51,1,0,1,1,2685,1
272,490,11,11,1,0,1,0,152,1
272,489,66,66,8,2,1,0,50,1
272,502,6,6,1,0,1,1,1,1
272,481,75,75,9,2,1,0,1,1
272,490,1,1,1,2,1,0,33,1
272,460,12,12,1,1,1,0,2686,1
272,505,10,10,11,0,1,1,1,1
272,483,31,31,1,1,1,5,237,1
272,234,20,20,1,1,1,7,609,1
272,472,7,7,1,1,1,0,2687,1
272,440,12,12,1,2,1,1,68,1
272,234,162,162,1,0,1,0,2688,1
272,498,31,31,1,1,0,0,2689,1
272,311,4,4,9,0,1,6,258,1
272,479,10,10,11,1,1,0,68,1
272,426,51,51,2,0,1,0,33,1
272,494,48,48,6,2,1,7,37,1
272,421,10,10,11,1,1,0,1,1
272,480,12,12,2,0,0,6,6,1
272,368,93,93,8,0,0,1,92,1
272,494,1,1,11,1,0,12,1346,1
272,14,12,12,0,0,1,1,1,1
272,360,31,31,9,1,1,7,2690,1
272,272,62,62,6,0,1,1,2691,1
272,368,50,50,5,1,1,0,46,1
272,350,12,12,5,0,1,1,2692,1
272,500,1,1,10,0,1,1,1,1
272,467,39,39,9,1,1,5,2693,1
272,478,23,23,1,0,1,0,92,1
272,498,7,7,1,1,1,8,2694,1
272,234,68,68,2,0,0,10,52,1
272,415,12,12,1,0,1,0,1285,1
272,473,46,46,1,0,1,0,1266,1
272,496,1,1,1,0,1,0,52,1
272,468,23,23,5,0,1,6,33,1
272,456,20,20,2,1,1,7,2695,1
272,487,68,68,17,1,1,14,483,1
272,473,41,41,2,0,1,1,2417,1
272,418,50,50,1,1,1,5,63,1
272,332,47,47,11,1,1,7,33,1
272,295,12,12,2,0,0,14,2696,1
272,502,10,10,1,1,1,0,384,1
272,483,75,75,8,0,1,0,2697,1
272,486,119,119,11,1,1,7,18,1
272,442,75,75,1,2,1,14,2698,1
272,496,90,90,1,0,1,6,6,1
272,465,12,12,1,1,1,5,252,1
272,332,72,72,14,1,1,12,2699,1
272,443,75,75,1,0,1,1,33,1
272,408,12,12,1,0,1,1,2700,1
272,465,11,11,1,0,1,15,1,1
272,234,12,12,2,0,1,15,339,1
272,498,101,101,1,1,1,0,2701,1
272,474,34,34,11,1,1,0,2548,1
272,465,61,61,6,0,1,1,1285,1
273,14,123,123,1,0,1,1,18,0
273,486,60,60,11,0,1,0,1123,0
273,311,12,12,10,2,0,5,660,0
273,498,62,62,14,2,1,0,50,0
273,478,48,48,1,0,0,0,10,0
273,486,47,47,2,0,1,0,2702,0
273,486,1,1,14,0,1,15,18,0
273,494,86,86,5,0,0,0,435,0
273,496,41,41,2,0,1,1,1,0
273,376,29,29,2,1,1,7,11,3
273,478,12,12,1,0,1,0,11,3
273,488,2,2,1,0,1,0,11,3
273,494,12,12,1,0,1,1,11,3
273,498,50,50,9,0,1,0,11,3
273,508,81,81,1,2,1,5,11,3
273,500,24,24,2,2,1,12,11,3
273,459,7,7,1,0,0,0,11,3
273,484,1,1,5,2,1,0,11,3
273,234,12,12,1,0,1,15,11,3
273,298,1,1,1,0,1,1,11,3
273,487,31,31,1,0,1,0,11,3
273,484,57,57,1,2,2,7,11,3
273,489,0,0,0,2,1,1,11,3
273,482,48,48,1,0,0,0,11,3
273,459,20,20,2,1,1,0,11,3
273,213,12,12,1,2,1,5,11,3
273,443,12,12,9,0,1,1,7,2
273,478,12,12,1,0,0,0,7,2
273,472,12,12,1,0,1,1,7,2
273,376,31,31,1,0,2,0,7,2
273,425,12,12,2,0,1,5,63,1
273,507,12,12,1,0,0,0,436,1
273,486,32,32,2,2,1,7,2703,1
273,389,12,12,9,2,1,5,1,1
273,487,15,15,11,2,1,0,1,1
273,484,0,0,1,0,2,1,17,1
273,468,31,31,1,2,1,1,2704,1
273,468,12,12,11,2,1,5,384,1
273,413,20,20,1,2,0,5,407,1
273,487,50,50,9,2,1,2,28,1
273,484,37,37,1,2,1,0,885,1
273,436,3,3,2,0,1,1,1,1
273,494,34,34,1,0,0,8,2705,1
273,435,46,46,8,0,0,6,2706,1
274,489,6,6,11,0,1,15,11,0
274,441,53,53,1,0,1,15,91,0
274,478,20,20,1,0,1,0,2707,0
274,50,64,64,1,1,1,0,257,0
274,293,3,3,11,0,0,1,1,0
274,492,12,12,1,2,1,0,2708,0
274,496,31,31,1,0,0,0,18,0
274,500,46,46,1,0,1,0,18,0
274,445,46,46,1,2,1,0,585,0
274,468,31,31,1,2,1,0,26,0
274,461,12,12,1,0,1,6,128,0
274,478,20,20,13,1,0,5,122,0
274,452,25,25,1,3,0,5,7,2
274,492,12,12,1,2,1,14,7,2
274,332,50,50,9,0,1,19,11,3
274,405,41,41,11,0,1,1,11,3
274,441,12,12,1,0,1,1,11,3
274,502,12,12,1,1,1,5,11,3
274,488,12,12,1,1,0,0,11,3
274,293,9,9,1,0,0,6,11,3
274,496,41,41,1,1,1,5,11,3
274,487,12,12,8,2,0,6,11,3
274,505,50,50,9,0,1,1,11,3
274,391,12,12,5,2,1,7,11,3
274,487,31,31,1,0,0,6,11,3
274,376,119,119,9,2,1,0,11,3
274,487,32,32,1,0,1,1,11,3
274,443,59,59,1,1,1,5,11,3
274,492,6,6,21,0,1,1,2709,3
274,469,78,78,9,1,1,0,11,3
274,500,12,12,1,1,1,14,11,3
274,14,12,12,1,0,1,15,11,3
274,509,12,12,1,0,1,15,11,3
274,447,12,12,1,0,1,15,11,3
274,468,50,50,0,1,1,0,11,3
274,501,12,12,1,1,0,12,11,3
274,14,12,12,1,0,1,6,7,2
274,483,12,12,1,0,2,2,7,2
274,489,12,12,1,1,2,0,7,2
274,501,12,12,1,1,0,0,7,2
274,461,12,12,1,1,1,5,7,2
274,492,12,12,1,1,1,7,7,2
274,476,12,12,1,0,1,1,7,2
274,491,12,12,2,2,1,1,28,1
274,498,20,20,13,0,1,6,1,1
274,447,1,1,1,1,1,5,2710,1
274,368,12,12,1,1,1,0,618,1
274,505,32,32,1,0,2,0,28,1
274,368,49,49,0,0,1,6,2193,1
274,293,31,31,1,1,1,7,308,1
274,496,61,61,1,0,1,6,319,1
274,455,64,64,6,1,1,8,2711,1
274,492,4,4,9,2,1,0,555,1
274,501,31,31,1,0,2,1,2712,1
274,479,88,88,1,2,1,5,2713,1
274,476,10,10,0,0,1,0,2714,1
274,426,99,99,9,1,1,2,2715,1
274,482,10,10,2,0,1,1,1729,1
274,482,12,12,1,1,1,5,2716,1
274,293,12,12,1,1,1,2,37,1
274,376,20,20,11,1,1,5,2717,1
275,469,59,59,1,0,2,1,129,0
275,368,41,41,11,1,1,0,2718,0
275,490,90,90,1,0,1,0,11,0
275,120,12,12,1,0,0,5,1,0
275,50,31,31,1,0,0,1,68,0
275,457,2,2,11,0,0,12,466,0
275,234,53,53,8,2,1,5,46,0
275,290,51,51,1,0,1,0,127,0
275,507,12,12,1,0,1,0,111,0
275,376,6,6,11,0,1,0,129,0
275,481,15,15,1,0,1,0,7,0
275,484,139,139,1,1,1,0,28,0
275,492,50,50,9,1,1,0,1242,0
275,453,15,15,9,0,1,0,2719,0
275,492,68,68,1,0,1,0,396,0
275,50,46,46,1,1,1,0,46,0
275,492,4,4,5,0,1,1,2720,0
275,500,101,101,1,1,1,11,1352,0
275,426,14,14,5,0,1,16,122,0
275,510,32,32,5,0,1,0,514,0
275,485,19,19,9,0,1,12,1029,0
275,507,12,12,1,1,1,11,33,0
275,511,4,4,1,0,1,6,18,0
275,482,0,0,20,0,1,1,2204,0
275,485,34,34,1,1,0,12,29,0
275,507,37,37,1,1,1,0,66,0
275,234,0,0,10,0,1,1,1,0
275,293,18,18,1,0,1,1,18,0
275,474,37,37,0,0,1,0,156,0
275,478,12,12,1,1,1,11,2606,0
275,505,12,12,1,1,1,6,7,2
275,421,60,60,11,1,1,5,7,2
275,494,46,46,8,0,1,0,7,2
275,234,12,12,1,2,1,0,7,2
275,492,18,18,6,0,0,6,7,2
275,507,16,16,5,1,1,0,11,2
275,502,12,12,8,1,1,5,7,2
275,147,12,12,1,0,0,6,7,2
275,494,4,4,6,1,1,0,7,2
275,376,49,49,1,1,1,0,7,2
275,14,12,12,1,0,1,1,7,2
275,446,12,12,8,0,2,0,11,3
275,501,41,41,11,1,1,15,11,3
275,501,3,3,1,0,1,6,11,3
275,325,49,49,11,1,1,6,11,3
275,498,12,12,2,1,1,7,11,3
275,480,180,180,10,0,1,1,11,3
275,189,15,15,1,2,0,6,11,3
275,440,6,6,1,1,1,7,11,3
275,498,31,31,1,2,0,0,11,3
275,502,3,3,2,2,1,5,11,3
275,474,20,20,13,1,0,5,11,3
275,505,62,62,1,1,1,7,11,3
275,510,15,15,51,0,1,1,11,3
275,364,39,39,1,0,0,6,2721,3
275,478,24,24,2,0,1,15,11,3
275,505,33,33,5,0,1,15,11,3
275,494,74,74,8,1,1,1,11,3
275,479,119,119,8,1,0,0,7,3
275,479,23,23,1,0,0,12,11,3
275,426,20,20,1,2,0,7,0,3
275,110,199,199,1,1,1,0,11,3
275,234,101,101,9,2,1,7,11,3
275,50,12,12,11,2,2,0,11,3
275,289,8,8,10,0,1,1,11,3
275,487,12,12,2,1,1,0,11,3
275,376,12,12,5,0,1,1,11,3
275,478,34,34,1,1,0,0,11,3
275,424,88,88,1,1,1,5,11,3
275,494,34,34,1,1,1,0,11,3
275,427,33,33,5,0,1,1,11,3
275,474,31,31,2,1,1,6,11,3
275,434,31,31,1,0,1,1,11,3
275,453,6,6,1,0,1,15,11,3
275,332,39,39,8,0,1,15,11,3
275,480,131,131,1,1,1,12,11,3
275,376,12,12,2,1,1,0,11,3
275,430,44,44,11,0,1,15,11,3
275,450,7,7,1,0,2,10,11,3
275,234,12,12,1,0,1,5,11,3
275,489,12,12,5,1,2,6,11,3
275,461,74,74,1,1,1,18,11,3
275,464,12,12,11,1,1,0,11,3
275,376,48,48,1,1,1,0,11,3
275,14,77,77,1,3,2,13,7,2
275,492,12,12,1,0,1,0,7,2
275,511,12,12,6,0,0,6,7,2
275,485,15,15,1,1,1,1,7,2
275,482,12,12,1,1,0,11,7,2
275,443,12,12,1,0,1,15,7,2
275,14,12,12,1,1,2,0,7,2
275,486,35,35,9,1,1,0,7,2
275,466,12,12,8,1,1,0,7,2
275,50,10,10,11,0,1,5,65,1
275,293,111,111,9,1,1,0,2722,1
275,490,31,31,11,0,1,0,168,1
275,464,1,1,11,0,1,5,29,1
275,492,48,48,10,0,1,1,1,1
275,500,12,12,2,1,1,0,607,1
275,481,81,81,8,0,1,1,1,1
275,498,53,53,9,2,1,11,517,1
275,485,33,33,1,2,1,0,6,1
275,505,46,46,2,0,0,1,28,1
275,432,77,77,9,0,1,0,820,1
275,478,74,74,1,2,1,0,419,1
275,293,32,32,1,0,1,1,1,1
275,421,60,60,11,2,1,5,28,1
275,293,15,15,1,2,1,15,40,1
275,511,6,6,1,1,1,12,699,1
275,469,66,66,8,0,1,1,514,1
275,434,6,6,1,0,1,1,1,1
275,494,23,23,9,0,1,1,611,1
275,507,47,47,1,1,1,0,79,1
275,50,35,35,5,1,1,0,2723,1
275,509,12,12,9,1,1,2,1574,1
275,405,4,4,1,1,1,7,516,1
275,478,48,48,1,1,1,12,2724,1
275,490,12,12,1,0,2,0,690,1
275,234,62,62,1,0,1,0,825,1
275,376,32,32,5,1,1,12,2725,1
275,462,96,96,9,0,1,0,1,1
275,476,64,64,2,0,1,0,92,1
275,376,31,31,5,0,1,1,1,1
275,293,3,3,1,3,0,26,2726,1
276,473,4,4,17,0,1,1,11,3
277,467,44,44,1,2,1,1,1,0
277,368,47,47,1,1,1,11,28,0
277,502,12,12,1,0,1,0,40,0
277,327,3,3,1,1,0,5,1501,0
277,462,12,12,1,0,1,0,50,0
277,487,12,12,1,1,1,0,2727,0
277,332,7,7,2,0,1,1,28,0
277,376,48,48,1,0,1,0,2728,0
277,512,12,12,5,0,1,1,28,0
277,406,83,83,22,0,1,1,680,0
277,467,15,15,2,0,1,0,46,0
277,500,47,47,18,0,1,1,2499,0
277,50,12,12,1,2,1,7,672,0
277,479,12,12,2,1,1,7,68,0
277,487,4,4,1,1,1,7,45,0
277,464,31,31,2,0,1,0,52,0
277,511,21,21,8,1,1,5,252,0
277,457,62,62,1,0,1,1,66,0
277,485,12,12,1,1,1,0,17,0
277,333,12,12,1,0,1,0,29,0
277,500,38,38,1,2,1,0,11,2
277,510,130,130,1,2,1,5,7,2
277,502,12,12,1,0,1,5,7,2
277,492,6,6,1,0,1,15,11,3
277,489,61,61,6,0,1,0,11,3
277,404,21,21,2,0,0,9,11,3
277,460,20,20,2,1,1,6,11,3
277,476,6,6,11,1,1,0,11,3
277,234,14,14,1,0,1,6,11,3
277,411,90,90,10,2,1,0,11,3
277,458,0,0,12,0,1,1,11,3
277,502,15,15,1,1,1,0,2729,3
277,500,21,21,5,0,1,6,11,3
277,396,35,35,1,2,2,0,11,3
277,511,48,48,9,0,1,6,11,3
277,484,32,32,2,0,1,0,11,3
277,511,15,15,1,0,1,1,11,3
277,500,9,9,1,1,1,0,11,3
277,498,65,65,1,1,1,0,11,3
277,504,80,80,14,1,0,11,11,3
277,459,9,9,9,1,1,5,11,3
277,50,11,11,5,1,0,12,11,3
277,510,119,119,2,1,1,0,11,3
277,500,6,6,1,1,1,14,11,3
277,488,35,35,1,0,1,6,11,3
